customer_id,first_name,last_name,email,phone,city,state,created_at
3679adb9-935c-4c7f-b604-2708ead53dda,Lisa,Kirk,carolynsullivan@example.net,001-663-324-6700,Lake Kathleentown,GU,2025-11-12 14:35:37
9260e7f0-cee6-4a04-8a7f-72bd76b6021e,Erika,Roberts,marcotyler@example.com,001-821-755-4933x7829,Port Brittanychester,NY,2024-09-26 04:36:36
7b7654d2-d58c-4452-b318-3fed60e11e2e,Pamela,Warren,mary51@example.net,(997)810-0257,New Franciscostad,MP,2024-06-27 14:44:02
0f09d308-013c-4ba0-b889-f80a65cf7620,Lauren,Price,idaniels@example.org,+1-939-668-9832x083,New Tiffany,FM,2025-07-24 02:28:12
ff1451ca-5bac-4459-bf98-54bb2cbd53bb,James,Davis,michaelshaw@example.com,001-521-497-3802x275,Port Michael,RI,2024-07-18 01:45:17
38ef8b90-94db-46c3-b90e-3bb547545b3b,Angela,Welch,wilsonantonio@example.net,787.257.0472,East Davidport,TN,2024-11-28 17:55:23
c0ffaa38-6c50-4f33-9fef-b984e99864a4,Justin,Mitchell,dwilliams@example.org,+1-554-457-2050x101,South Arthur,NJ,2024-04-16 20:29:52
90985268-9558-43f7-9b33-a4ba0b00d1b5,Robert,Marshall,uramirez@example.org,746-862-4220x7273,Lake Anna,AR,2024-07-29 14:31:40
14f6d48f-02ac-4ba4-8702-2ddb03edbfcd,Michael,Kelley,jesse68@example.org,+1-814-743-1824x6676,Wheelerland,AR,2025-10-27 11:15:20
1a14a775-6d44-42d6-8249-2b40e3a815ea,Keith,Thomas,vallen@example.com,+1-272-610-0720x0226,West Alexamouth,KS,2025-07-02 15:27:47
bcd0251c-a05a-4c5d-858c-9414151ef62d,Kayla,Perkins,christopher79@example.net,001-927-524-7443x91666,Lake Douglasfurt,AL,2025-08-20 03:07:35
a23e8d9a-f151-40d0-b2dd-867c150b1851,James,Simon,patrickpeterson@example.net,+1-808-648-5658x282,Cookstad,ND,2024-11-30 14:31:32
de93c243-2941-4de4-bdb3-c4e4f094a6e8,James,Sullivan,yeseniasanders@example.net,479.243.8951x414,Irwinside,MD,2024-07-25 15:18:27
febf45b0-1cbb-4b56-b621-58a07674d168,Sarah,Bowen,hchan@example.com,+1-228-506-6882x7253,Hopkinsbury,KS,2025-04-08 18:47:35
344857f7-6eab-4093-8b78-5606a14fb371,Anthony,Wolf,bjackson@example.com,(791)661-7993x848,Danielsmouth,OH,2024-11-29 01:18:44
468a62fd-022e-4bc9-a993-7e31e3615744,Phyllis,Johnson,steven65@example.org,+1-960-203-0604,South Matthewstad,NC,2025-12-26 10:31:59
f0d50ad4-7750-4e0f-bc7b-79cfbff90813,Peter,Mcdonald,kmatthews@example.net,341.795.9355x810,Brownmouth,ND,2024-10-13 20:26:10
abcf151c-3997-4d1d-967c-2b7a6345ef45,John,Mcneil,fdiaz@example.net,+1-902-716-2087x638,Lake Jenny,KY,2025-06-19 04:01:49
071ec2e0-6dec-4cd2-b851-1cdc49ee47ab,Shelia,Smith,melissariggs@example.org,988-723-8367,South Kenneth,MN,2024-07-02 20:01:25
17af2eda-f99d-4793-bf3d-23d8a948671a,Manuel,Delgado,calebedwards@example.com,611-448-7836x6854,West Rhondastad,ND,2024-05-02 03:11:24
417eb827-5984-4919-b090-62a880eebd71,Cody,Perkins,johnwagner@example.net,(720)545-1087x7267,Robertville,OK,2025-07-11 08:21:53
b28dd493-cb4a-427a-ac9d-2381928a85cb,Katherine,Rodriguez,yquinn@example.org,604-681-7783x7571,Lauraview,NM,2025-08-04 00:57:16
3b066d3d-d98c-43b1-ae0b-7ff0e55afcff,Donna,Lutz,jeffrey76@example.net,001-371-503-7989x8396,New Michelletown,ID,2025-04-30 18:05:48
